"","year","inst","numx","men","women","major","stem"
"7098",2001,"National",67,3471,497,"Liberal arts (science)","Non-STEM"
"7099",2001,"Public",1,2023,6811,"Literature","Non-STEM"
"7100",2001,"Public",2,136,122,"History","Non-STEM"
"7101",2001,"Public",3,42,260,"Philosophy","Non-STEM"
"7102",2001,"Public",4,1871,5790,"Humanities: Others","Non-STEM"
"7103",2001,"Public",5,1992,1301,"Law and politics","Non-STEM"
"7104",2001,"Public",6,14671,7676,"Commerce and economics","Non-STEM"
"7105",2001,"Public",7,1266,3117,"Sociology","Non-STEM"
"7106",2001,"Public",8,1355,1200,"Social sciences: Others","Non-STEM"
"7107",2001,"Public",9,542,250,"Mathematics","STEM"
"7108",2001,"Public",10,363,44,"Physics","STEM"
"7109",2001,"Public",11,283,138,"Chemistry","STEM"
"7110",2001,"Public",12,151,109,"Biology","STEM"
"7111",2001,"Public",13,131,63,"Geography","STEM"
"7112",2001,"Public",14,1432,920,"Physical sciences: Others","STEM"
"7113",2001,"Public",15,2404,137,"Mechanical engineering","STEM"
"7114",2001,"Public",16,4122,567,"Telecommunications engineering","STEM"
"7115",2001,"Public",17,1546,527,"Civil engineering","STEM"
"7116",2001,"Public",18,793,218,"Applied chemistry","STEM"
"7117",2001,"Public",19,220,15,"Applied science","STEM"
"7118",2001,"Public",20,0,0,"Nuclear engineering","STEM"
"7119",2001,"Public",21,0,0,"Mining engineering","STEM"
"7120",2001,"Public",22,0,0,"Metallurgical engineering","STEM"
"7121",2001,"Public",23,0,0,"Textile engineering","STEM"
"7122",2001,"Public",24,0,0,"Marine engineering","STEM"
"7123",2001,"Public",25,312,34,"Aeronautical engineering","STEM"
"7124",2001,"Public",26,403,73,"Engineering management","STEM"
"7125",2001,"Public",27,0,0,"Crafts","STEM"
"7126",2001,"Public",28,2680,762,"Engineering: Others","STEM"
"7127",2001,"Public",29,159,144,"Agricultural sciences","STEM"
"7128",2001,"Public",30,177,158,"Agricultural chemistry","STEM"
"7129",2001,"Public",31,0,0,"Agricultural engineering","STEM"
"7130",2001,"Public",32,0,0,"Agricultural economics","STEM"
"7131",2001,"Public",33,90,68,"Forestry","STEM"
"7132",2001,"Public",34,0,0,"Forest products","STEM"
"7133",2001,"Public",35,140,121,"Veterinary medicine","STEM"
"7134",2001,"Public",36,105,75,"Fisheries science","STEM"
"7135",2001,"Public",37,732,749,"Agricultural sciences: Others","STEM"
"7136",2001,"Public",38,2721,1307,"Medicine","Health"
"7137",2001,"Public",39,387,206,"Dentistry","Health"
"7138",2001,"Public",40,717,743,"Pharmacy","Health"
"7139",2001,"Public",41,378,7408,"Nursing","Health"
"7140",2001,"Public",42,573,1407,"Health: Others","Health"
"7141",2001,"Public",43,0,0,"Merchant marine","Non-STEM"
"7142",2001,"Public",44,161,913,"Home economics","Non-STEM"
"7143",2001,"Public",45,61,813,"Food science","Non-STEM"
"7144",2001,"Public",46,68,327,"Clothing","Non-STEM"
"7145",2001,"Public",47,3,1,"Housing","Non-STEM"
"7146",2001,"Public",48,0,0,"Child","Non-STEM"
"7147",2001,"Public",49,35,195,"Pedagogy","Non-STEM"
"7148",2001,"Public",50,0,0,"Elementary school education","Non-STEM"
"7149",2001,"Public",51,0,0,"Junior high school education","Non-STEM"
"7150",2001,"Public",52,0,0,"High school education","Non-STEM"
"7151",2001,"Public",53,0,0,"Specialized subjects education","Non-STEM"
"7152",2001,"Public",54,0,0,"Visually impaired education","Non-STEM"
"7153",2001,"Public",55,0,0,"Deaf education","Non-STEM"
"7154",2001,"Public",56,0,0,"Special school education","Non-STEM"
"7155",2001,"Public",57,0,0,"Kindergarten education","Non-STEM"
"7156",2001,"Public",58,0,0,"Physical education","Non-STEM"
"7157",2001,"Public",59,314,642,"Pedagogy: Others","Non-STEM"
"7158",2001,"Public",60,409,850,"Fine arts","Non-STEM"
"7159",2001,"Public",61,247,438,"Design","Non-STEM"
"7160",2001,"Public",62,128,711,"Music","Non-STEM"
"7161",2001,"Public",63,145,442,"Fine arts: Others","Non-STEM"
"7162",2001,"Public",64,106,324,"Liberal arts","Non-STEM"
"7163",2001,"Public",65,22,3,"General science","Non-STEM"
"7164",2001,"Public",66,0,0,"Liberal arts (humanities and social sciene)","Non-STEM"
"7165",2001,"Public",67,0,0,"Liberal arts (science)","Non-STEM"
"7166",2001,"Private",1,51632,139849,"Literature","Non-STEM"
"7167",2001,"Private",2,18410,14670,"History","Non-STEM"
"7168",2001,"Private",3,16288,15828,"Philosophy","Non-STEM"
"7169",2001,"Private",4,32113,73138,"Humanities: Others","Non-STEM"
"7170",2001,"Private",5,128855,48202,"Law and politics","Non-STEM"
"7171",2001,"Private",6,411347,106536,"Commerce and economics","Non-STEM"
"7172",2001,"Private",7,61613,72048,"Sociology","Non-STEM"
"7173",2001,"Private",8,29625,15362,"Social sciences: Others","Non-STEM"
"7174",2001,"Private",9,12859,3003,"Mathematics","STEM"
"7175",2001,"Private",10,8589,1094,"Physics","STEM"
"7176",2001,"Private",11,7411,3192,"Chemistry","STEM"
"7177",2001,"Private",12,1702,1207,"Biology","STEM"
"7178",2001,"Private",13,1559,407,"Geography","STEM"
"7179",2001,"Private",14,6585,3186,"Physical sciences: Others","STEM"
"7180",2001,"Private",15,58544,1462,"Mechanical engineering","STEM"
"7181",2001,"Private",16,96250,5315,"Telecommunications engineering","STEM"
"7182",2001,"Private",17,55787,8344,"Civil engineering","STEM"
"7183",2001,"Private",18,19280,4606,"Applied chemistry","STEM"
"7184",2001,"Private",19,2174,221,"Applied science","STEM"
"7185",2001,"Private",20,549,20,"Nuclear engineering","STEM"
"7186",2001,"Private",21,0,0,"Mining engineering","STEM"
"7187",2001,"Private",22,1222,66,"Metallurgical engineering","STEM"
"7188",2001,"Private",23,0,0,"Textile engineering","STEM"
"7189",2001,"Private",24,177,2,"Marine engineering","STEM"
"7190",2001,"Private",25,1949,136,"Aeronautical engineering","STEM"
"7191",2001,"Private",26,15513,1583,"Engineering management","STEM"
"7192",2001,"Private",27,1484,720,"Crafts","STEM"
"7193",2001,"Private",28,21402,6257,"Engineering: Others","STEM"
"7194",2001,"Private",29,3927,2366,"Agricultural sciences","STEM"
"7195",2001,"Private",30,3188,2752,"Agricultural chemistry","STEM"
"7196",2001,"Private",31,1888,828,"Agricultural engineering","STEM"
"7197",2001,"Private",32,2634,703,"Agricultural economics","STEM"
"7198",2001,"Private",33,543,303,"Forestry","STEM"
"7199",2001,"Private",34,0,0,"Forest products","STEM"
"7200",2001,"Private",35,3655,3851,"Veterinary medicine","STEM"
"7201",2001,"Private",36,2275,863,"Fisheries science","STEM"
"7202",2001,"Private",37,3893,2229,"Agricultural sciences: Others","STEM"
"7203",2001,"Private",38,11927,6244,"Medicine","Health"
"7204",2001,"Private",39,8097,4214,"Dentistry","Health"
"7205",2001,"Private",40,12486,19711,"Pharmacy","Health"
"7206",2001,"Private",41,514,7909,"Nursing","Health"
"7207",2001,"Private",42,5595,11893,"Health: Others","Health"
"7208",2001,"Private",43,0,0,"Merchant marine","Non-STEM"
"7209",2001,"Private",44,1488,17609,"Home economics","Non-STEM"
"7210",2001,"Private",45,350,11003,"Food science","Non-STEM"
"7211",2001,"Private",46,0,4958,"Clothing","Non-STEM"
"7212",2001,"Private",47,0,1354,"Housing","Non-STEM"
"7213",2001,"Private",48,440,5780,"Child","Non-STEM"
"7214",2001,"Private",49,6450,13476,"Pedagogy","Non-STEM"
"7215",2001,"Private",50,0,0,"Elementary school education","Non-STEM"
"7216",2001,"Private",51,0,0,"Junior high school education","Non-STEM"
"7217",2001,"Private",52,0,0,"High school education","Non-STEM"
"7218",2001,"Private",53,0,0,"Specialized subjects education","Non-STEM"
"7219",2001,"Private",54,0,0,"Visually impaired education","Non-STEM"
"7220",2001,"Private",55,0,0,"Deaf education","Non-STEM"
"7221",2001,"Private",56,0,0,"Special school education","Non-STEM"
"7222",2001,"Private",57,0,0,"Kindergarten education","Non-STEM"
"7223",2001,"Private",58,13582,8726,"Physical education","Non-STEM"
"7224",2001,"Private",59,3301,11994,"Pedagogy: Others","Non-STEM"
"7225",2001,"Private",60,3200,6264,"Fine arts","Non-STEM"
"7226",2001,"Private",61,5588,8200,"Design","Non-STEM"
"7227",2001,"Private",62,2792,17961,"Music","Non-STEM"
"7228",2001,"Private",63,7286,10064,"Fine arts: Others","Non-STEM"
"7229",2001,"Private",64,1697,1934,"Liberal arts","Non-STEM"
"7230",2001,"Private",65,0,0,"General science","Non-STEM"
"7231",2001,"Private",66,0,549,"Liberal arts (humanities and social sciene)","Non-STEM"
"7232",2001,"Private",67,963,193,"Liberal arts (science)","Non-STEM"
"7233",2002,"Total",1,50752,140894,"Literature","Non-STEM"
"7234",2002,"Total",2,18572,15078,"History","Non-STEM"
"7235",2002,"Total",3,15890,16899,"Philosophy","Non-STEM"
"7236",2002,"Total",4,49108,104230,"Humanities: Others","Non-STEM"
"7237",2002,"Total",5,139742,58303,"Law and politics","Non-STEM"
"7238",2002,"Total",6,442206,128941,"Commerce and economics","Non-STEM"
"7239",2002,"Total",7,69143,83105,"Sociology","Non-STEM"
"7240",2002,"Total",8,39197,22841,"Social sciences: Others","Non-STEM"
"7241",2002,"Total",9,17545,4496,"Mathematics","STEM"
"7242",2002,"Total",10,13275,1889,"Physics","STEM"
"7243",2002,"Total",11,10108,4627,"Chemistry","STEM"
"7244",2002,"Total",12,3969,3042,"Biology","STEM"
"7245",2002,"Total",13,3547,1021,"Geography","STEM"
"7246",2002,"Total",14,17020,7536,"Physical sciences: Others","STEM"
"7247",2002,"Total",15,82485,2494,"Mechanical engineering","STEM"
"7248",2002,"Total",16,142108,9214,"Telecommunications engineering","STEM"
"7249",2002,"Total",17,69262,11614,"Civil engineering","STEM"
"7250",2002,"Total",18,36856,9090,"Applied chemistry","STEM"
"7251",2002,"Total",19,6299,424,"Applied science","STEM"
"7252",2002,"Total",20,626,22,"Nuclear engineering","STEM"
"7253",2002,"Total",21,99,18,"Mining engineering","STEM"
"7254",2002,"Total",22,1578,75,"Metallurgical engineering","STEM"
"7255",2002,"Total",23,1212,328,"Textile engineering","STEM"
"7256",2002,"Total",24,333,14,"Marine engineering","STEM"
"7257",2002,"Total",25,2541,178,"Aeronautical engineering","STEM"
"7258",2002,"Total",26,13697,1483,"Engineering management","STEM"
"7259",2002,"Total",27,1482,686,"Crafts","STEM"
"7260",2002,"Total",28,50353,12129,"Engineering: Others","STEM"
"7261",2002,"Total",29,6205,4333,"Agricultural sciences","STEM"
"7262",2002,"Total",30,4118,3744,"Agricultural chemistry","STEM"
"7263",2002,"Total",31,2409,1074,"Agricultural engineering","STEM"
"7264",2002,"Total",32,2780,862,"Agricultural economics","STEM"
"7265",2002,"Total",33,1134,676,"Forestry","STEM"
"7266",2002,"Total",34,0,1,"Forest products","STEM"
"7267",2002,"Total",35,5477,5227,"Veterinary medicine","STEM"
"7268",2002,"Total",36,4471,2148,"Fisheries science","STEM"
"7269",2002,"Total",37,14358,10499,"Agricultural sciences: Others","STEM"
"7270",2002,"Total",38,31005,15405,"Medicine","Health"
"7271",2002,"Total",39,10868,6059,"Dentistry","Health"
"7272",2002,"Total",40,15811,23092,"Pharmacy","Health"
"7273",2002,"Total",41,1308,21560,"Nursing","Health"
"7274",2002,"Total",42,9550,22573,"Health: Others","Health"
"7275",2002,"Total",43,737,64,"Merchant marine","Non-STEM"
"7276",2002,"Total",44,1828,20413,"Home economics","Non-STEM"
"7277",2002,"Total",45,532,13848,"Food science","Non-STEM"
"7278",2002,"Total",46,119,5498,"Clothing","Non-STEM"
"7279",2002,"Total",47,12,1543,"Housing","Non-STEM"
"7280",2002,"Total",48,421,5353,"Child","Non-STEM"
"7281",2002,"Total",49,7637,16086,"Pedagogy","Non-STEM"
"7282",2002,"Total",50,4570,6188,"Elementary school education","Non-STEM"
"7283",2002,"Total",51,1401,1183,"Junior high school education","Non-STEM"
"7284",2002,"Total",52,2,0,"High school education","Non-STEM"
"7285",2002,"Total",53,153,263,"Specialized subjects education","Non-STEM"
"7286",2002,"Total",54,1,16,"Visually impaired education","Non-STEM"
"7287",2002,"Total",55,4,11,"Deaf education","Non-STEM"
"7288",2002,"Total",56,114,432,"Special school education","Non-STEM"
"7289",2002,"Total",57,29,213,"Kindergarten education","Non-STEM"
"7290",2002,"Total",58,13994,9140,"Physical education","Non-STEM"
"7291",2002,"Total",59,25332,48657,"Pedagogy: Others","Non-STEM"
"7292",2002,"Total",60,3910,7896,"Fine arts","Non-STEM"
"7293",2002,"Total",61,5888,9263,"Design","Non-STEM"
"7294",2002,"Total",62,3396,18644,"Music","Non-STEM"
"7295",2002,"Total",63,8131,12207,"Fine arts: Others","Non-STEM"
"7296",2002,"Total",64,1875,2580,"Liberal arts","Non-STEM"
"7297",2002,"Total",65,302,341,"General science","Non-STEM"
"7298",2002,"Total",66,2553,1666,"Liberal arts (humanities and social sciene)","Non-STEM"
"7299",2002,"Total",67,4601,639,"Liberal arts (science)","Non-STEM"
"7300",2002,"National",1,253,772,"Literature","Non-STEM"
"7301",2002,"National",2,730,478,"History","Non-STEM"
"7302",2002,"National",3,83,53,"Philosophy","Non-STEM"
"7303",2002,"National",4,11202,19629,"Humanities: Others","Non-STEM"
"7304",2002,"National",5,13499,7919,"Law and politics","Non-STEM"
"7305",2002,"National",6,28575,11706,"Commerce and economics","Non-STEM"
"7306",2002,"National",7,1945,1759,"Sociology","Non-STEM"
"7307",2002,"National",8,6926,5319,"Social sciences: Others","Non-STEM"
"7308",2002,"National",9,4525,1355,"Mathematics","STEM"
"7309",2002,"National",10,4307,738,"Physics","STEM"
"7310",2002,"National",11,2660,1244,"Chemistry","STEM"
"7311",2002,"National",12,2078,1695,"Biology","STEM"
"7312",2002,"National",13,1810,565,"Geography","STEM"
"7313",2002,"National",14,8897,3384,"Physical sciences: Others","STEM"
"7314",2002,"National",15,23263,976,"Mechanical engineering","STEM"
"7315",2002,"National",16,41281,2989,"Telecommunications engineering","STEM"
"7316",2002,"National",17,14010,2873,"Civil engineering","STEM"
"7317",2002,"National",18,17334,4277,"Applied chemistry","STEM"
"7318",2002,"National",19,4448,237,"Applied science","STEM"
"7319",2002,"National",20,225,6,"Nuclear engineering","STEM"
"7320",2002,"National",21,99,18,"Mining engineering","STEM"
"7321",2002,"National",22,599,31,"Metallurgical engineering","STEM"
"7322",2002,"National",23,1212,328,"Textile engineering","STEM"
"7323",2002,"National",24,10,0,"Marine engineering","STEM"
"7324",2002,"National",25,118,10,"Aeronautical engineering","STEM"
"7325",2002,"National",26,156,23,"Engineering management","STEM"
"7326",2002,"National",27,13,1,"Crafts","STEM"
"7327",2002,"National",28,25165,4707,"Engineering: Others","STEM"
"7328",2002,"National",29,2275,1895,"Agricultural sciences","STEM"
"7329",2002,"National",30,973,829,"Agricultural chemistry","STEM"
"7330",2002,"National",31,579,193,"Agricultural engineering","STEM"
"7331",2002,"National",32,313,177,"Agricultural economics","STEM"
"7332",2002,"National",33,513,307,"Forestry","STEM"
"7333",2002,"National",34,0,1,"Forest products","STEM"
"7334",2002,"National",35,1677,1377,"Veterinary medicine","STEM"
"7335",2002,"National",36,2143,1246,"Fisheries science","STEM"
"7336",2002,"National",37,9429,6939,"Agricultural sciences: Others","STEM"
"7337",2002,"National",38,16536,7772,"Medicine","Health"
"7338",2002,"National",39,2428,1658,"Dentistry","Health"
"7339",2002,"National",40,2353,2409,"Pharmacy","Health"
"7340",2002,"National",41,200,4170,"Nursing","Health"
"7341",2002,"National",42,2106,6981,"Health: Others","Health"
"7342",2002,"National",43,737,64,"Merchant marine","Non-STEM"
"7343",2002,"National",44,0,1299,"Home economics","Non-STEM"
"7344",2002,"National",45,0,0,"Food science","Non-STEM"
"7345",2002,"National",46,0,0,"Clothing","Non-STEM"
"7346",2002,"National",47,0,0,"Housing","Non-STEM"
"7347",2002,"National",48,0,0,"Child","Non-STEM"
"7348",2002,"National",49,1322,2066,"Pedagogy","Non-STEM"
"7349",2002,"National",50,4549,6148,"Elementary school education","Non-STEM"
"7350",2002,"National",51,1401,1183,"Junior high school education","Non-STEM"
"7351",2002,"National",52,2,0,"High school education","Non-STEM"
"7352",2002,"National",53,153,263,"Specialized subjects education","Non-STEM"
"7353",2002,"National",54,1,16,"Visually impaired education","Non-STEM"
"7354",2002,"National",55,4,11,"Deaf education","Non-STEM"
"7355",2002,"National",56,114,432,"Special school education","Non-STEM"
"7356",2002,"National",57,29,213,"Kindergarten education","Non-STEM"
"7357",2002,"National",58,487,211,"Physical education","Non-STEM"
"7358",2002,"National",59,21739,34282,"Pedagogy: Others","Non-STEM"
"7359",2002,"National",60,189,219,"Fine arts","Non-STEM"
"7360",2002,"National",61,95,98,"Design","Non-STEM"
"7361",2002,"National",62,306,690,"Music","Non-STEM"
"7362",2002,"National",63,351,577,"Fine arts: Others","Non-STEM"
"7363",2002,"National",64,329,514,"Liberal arts","Non-STEM"
"7364",2002,"National",65,291,341,"General science","Non-STEM"
"7365",2002,"National",66,2553,1113,"Liberal arts (humanities and social sciene)","Non-STEM"
"7366",2002,"National",67,3469,470,"Liberal arts (science)","Non-STEM"
"7367",2002,"Public",1,1996,6744,"Literature","Non-STEM"
"7368",2002,"Public",2,136,122,"History","Non-STEM"
"7369",2002,"Public",3,41,256,"Philosophy","Non-STEM"
"7370",2002,"Public",4,1897,6079,"Humanities: Others","Non-STEM"
"7371",2002,"Public",5,1717,1250,"Law and politics","Non-STEM"
"7372",2002,"Public",6,14631,7920,"Commerce and economics","Non-STEM"
"7373",2002,"Public",7,1438,3288,"Sociology","Non-STEM"
"7374",2002,"Public",8,1548,1378,"Social sciences: Others","Non-STEM"
"7375",2002,"Public",9,560,243,"Mathematics","STEM"
"7376",2002,"Public",10,365,51,"Physics","STEM"
"7377",2002,"Public",11,299,152,"Chemistry","STEM"
"7378",2002,"Public",12,142,111,"Biology","STEM"
"7379",2002,"Public",13,131,64,"Geography","STEM"
"7380",2002,"Public",14,1499,946,"Physical sciences: Others","STEM"
"7381",2002,"Public",15,2529,139,"Mechanical engineering","STEM"
"7382",2002,"Public",16,4375,655,"Telecommunications engineering","STEM"
"7383",2002,"Public",17,1602,556,"Civil engineering","STEM"
"7384",2002,"Public",18,819,237,"Applied chemistry","STEM"
"7385",2002,"Public",19,204,19,"Applied science","STEM"
"7386",2002,"Public",20,0,0,"Nuclear engineering","STEM"
"7387",2002,"Public",21,0,0,"Mining engineering","STEM"
"7388",2002,"Public",22,0,0,"Metallurgical engineering","STEM"
"7389",2002,"Public",23,0,0,"Textile engineering","STEM"
"7390",2002,"Public",24,0,0,"Marine engineering","STEM"
"7391",2002,"Public",25,309,26,"Aeronautical engineering","STEM"
"7392",2002,"Public",26,425,79,"Engineering management","STEM"
"7393",2002,"Public",27,0,0,"Crafts","STEM"
"7394",2002,"Public",28,2828,801,"Engineering: Others","STEM"
"7395",2002,"Public",29,176,169,"Agricultural sciences","STEM"
"7396",2002,"Public",30,177,164,"Agricultural chemistry","STEM"
"7397",2002,"Public",31,0,0,"Agricultural engineering","STEM"
"7398",2002,"Public",32,0,0,"Agricultural economics","STEM"
"7399",2002,"Public",33,91,65,"Forestry","STEM"
"7400",2002,"Public",34,0,0,"Forest products","STEM"
"7401",2002,"Public",35,140,122,"Veterinary medicine","STEM"
"7402",2002,"Public",36,108,75,"Fisheries science","STEM"
"7403",2002,"Public",37,799,774,"Agricultural sciences: Others","STEM"
"7404",2002,"Public",38,2681,1322,"Medicine","Health"
"7405",2002,"Public",39,384,206,"Dentistry","Health"
"7406",2002,"Public",40,769,740,"Pharmacy","Health"
"7407",2002,"Public",41,464,8270,"Nursing","Health"
"7408",2002,"Public",42,665,1597,"Health: Others","Health"
"7409",2002,"Public",43,0,0,"Merchant marine","Non-STEM"
"7410",2002,"Public",44,118,887,"Home economics","Non-STEM"
"7411",2002,"Public",45,66,776,"Food science","Non-STEM"
"7412",2002,"Public",46,84,324,"Clothing","Non-STEM"
"7413",2002,"Public",47,2,1,"Housing","Non-STEM"
"7414",2002,"Public",48,0,0,"Child","Non-STEM"
"7415",2002,"Public",49,34,200,"Pedagogy","Non-STEM"
"7416",2002,"Public",50,0,0,"Elementary school education","Non-STEM"
"7417",2002,"Public",51,0,0,"Junior high school education","Non-STEM"
"7418",2002,"Public",52,0,0,"High school education","Non-STEM"
"7419",2002,"Public",53,0,0,"Specialized subjects education","Non-STEM"
"7420",2002,"Public",54,0,0,"Visually impaired education","Non-STEM"
"7421",2002,"Public",55,0,0,"Deaf education","Non-STEM"
"7422",2002,"Public",56,0,0,"Special school education","Non-STEM"
"7423",2002,"Public",57,0,0,"Kindergarten education","Non-STEM"
"7424",2002,"Public",58,0,0,"Physical education","Non-STEM"
"7425",2002,"Public",59,341,645,"Pedagogy: Others","Non-STEM"
"7426",2002,"Public",60,396,933,"Fine arts","Non-STEM"
"7427",2002,"Public",61,239,441,"Design","Non-STEM"
"7428",2002,"Public",62,145,688,"Music","Non-STEM"
"7429",2002,"Public",63,147,455,"Fine arts: Others","Non-STEM"
"7430",2002,"Public",64,111,323,"Liberal arts","Non-STEM"
"7431",2002,"Public",65,11,0,"General science","Non-STEM"
"7432",2002,"Public",66,0,0,"Liberal arts (humanities and social sciene)","Non-STEM"
"7433",2002,"Public",67,0,0,"Liberal arts (science)","Non-STEM"
"7434",2002,"Private",1,48503,133378,"Literature","Non-STEM"
"7435",2002,"Private",2,17706,14478,"History","Non-STEM"
"7436",2002,"Private",3,15766,16590,"Philosophy","Non-STEM"
"7437",2002,"Private",4,36009,78522,"Humanities: Others","Non-STEM"
"7438",2002,"Private",5,124526,49134,"Law and politics","Non-STEM"
"7439",2002,"Private",6,399000,109315,"Commerce and economics","Non-STEM"
"7440",2002,"Private",7,65760,78058,"Sociology","Non-STEM"
"7441",2002,"Private",8,30723,16144,"Social sciences: Others","Non-STEM"
"7442",2002,"Private",9,12460,2898,"Mathematics","STEM"
"7443",2002,"Private",10,8603,1100,"Physics","STEM"
"7444",2002,"Private",11,7149,3231,"Chemistry","STEM"
"7445",2002,"Private",12,1749,1236,"Biology","STEM"
"7446",2002,"Private",13,1606,392,"Geography","STEM"
"7447",2002,"Private",14,6624,3206,"Physical sciences: Others","STEM"
"7448",2002,"Private",15,56693,1379,"Mechanical engineering","STEM"
"7449",2002,"Private",16,96452,5570,"Telecommunications engineering","STEM"
"7450",2002,"Private",17,53650,8185,"Civil engineering","STEM"
"7451",2002,"Private",18,18703,4576,"Applied chemistry","STEM"
"7452",2002,"Private",19,1647,168,"Applied science","STEM"
"7453",2002,"Private",20,401,16,"Nuclear engineering","STEM"
"7454",2002,"Private",21,0,0,"Mining engineering","STEM"
"7455",2002,"Private",22,979,44,"Metallurgical engineering","STEM"
"7456",2002,"Private",23,0,0,"Textile engineering","STEM"
"7457",2002,"Private",24,323,14,"Marine engineering","STEM"
"7458",2002,"Private",25,2114,142,"Aeronautical engineering","STEM"
"7459",2002,"Private",26,13116,1381,"Engineering management","STEM"
"7460",2002,"Private",27,1469,685,"Crafts","STEM"
"7461",2002,"Private",28,22360,6621,"Engineering: Others","STEM"
"7462",2002,"Private",29,3754,2269,"Agricultural sciences","STEM"
"7463",2002,"Private",30,2968,2751,"Agricultural chemistry","STEM"
"7464",2002,"Private",31,1830,881,"Agricultural engineering","STEM"
"7465",2002,"Private",32,2467,685,"Agricultural economics","STEM"
"7466",2002,"Private",33,530,304,"Forestry","STEM"
"7467",2002,"Private",34,0,0,"Forest products","STEM"
"7468",2002,"Private",35,3660,3728,"Veterinary medicine","STEM"
"7469",2002,"Private",36,2220,827,"Fisheries science","STEM"
"7470",2002,"Private",37,4130,2786,"Agricultural sciences: Others","STEM"
"7471",2002,"Private",38,11788,6311,"Medicine","Health"
"7472",2002,"Private",39,8056,4195,"Dentistry","Health"
"7473",2002,"Private",40,12689,19943,"Pharmacy","Health"
"7474",2002,"Private",41,644,9120,"Nursing","Health"
"7475",2002,"Private",42,6779,13995,"Health: Others","Health"
"7476",2002,"Private",43,0,0,"Merchant marine","Non-STEM"
"7477",2002,"Private",44,1710,18227,"Home economics","Non-STEM"
"7478",2002,"Private",45,466,13072,"Food science","Non-STEM"
"7479",2002,"Private",46,35,5174,"Clothing","Non-STEM"
"7480",2002,"Private",47,10,1542,"Housing","Non-STEM"
"7481",2002,"Private",48,421,5353,"Child","Non-STEM"
"7482",2002,"Private",49,6281,13820,"Pedagogy","Non-STEM"
"7483",2002,"Private",50,21,40,"Elementary school education","Non-STEM"
"7484",2002,"Private",51,0,0,"Junior high school education","Non-STEM"
"7485",2002,"Private",52,0,0,"High school education","Non-STEM"
"7486",2002,"Private",53,0,0,"Specialized subjects education","Non-STEM"
"7487",2002,"Private",54,0,0,"Visually impaired education","Non-STEM"
"7488",2002,"Private",55,0,0,"Deaf education","Non-STEM"
"7489",2002,"Private",56,0,0,"Special school education","Non-STEM"
"7490",2002,"Private",57,0,0,"Kindergarten education","Non-STEM"
"7491",2002,"Private",58,13507,8929,"Physical education","Non-STEM"
"7492",2002,"Private",59,3252,13730,"Pedagogy: Others","Non-STEM"
"7493",2002,"Private",60,3325,6744,"Fine arts","Non-STEM"
"7494",2002,"Private",61,5554,8724,"Design","Non-STEM"
"7495",2002,"Private",62,2945,17266,"Music","Non-STEM"
"7496",2002,"Private",63,7633,11175,"Fine arts: Others","Non-STEM"
"7497",2002,"Private",64,1435,1743,"Liberal arts","Non-STEM"
"7498",2002,"Private",65,0,0,"General science","Non-STEM"
"7499",2002,"Private",66,0,553,"Liberal arts (humanities and social sciene)","Non-STEM"
"7500",2002,"Private",67,1132,169,"Liberal arts (science)","Non-STEM"
"7501",2003,"Total",1,48243,135041,"Literature","Non-STEM"
"7502",2003,"Total",2,18333,14950,"History","Non-STEM"
"7503",2003,"Total",3,16154,18852,"Philosophy","Non-STEM"
"7504",2003,"Total",4,50430,107568,"Humanities: Others","Non-STEM"
"7505",2003,"Total",5,134708,58608,"Law and politics","Non-STEM"
"7506",2003,"Total",6,429362,129371,"Commerce and economics","Non-STEM"
"7507",2003,"Total",7,73445,88788,"Sociology","Non-STEM"
"7508",2003,"Total",8,41184,24194,"Social sciences: Others","Non-STEM"
"7509",2003,"Total",9,18440,4647,"Mathematics","STEM"
"7510",2003,"Total",10,13081,1871,"Physics","STEM"
"7511",2003,"Total",11,9720,4620,"Chemistry","STEM"
"7512",2003,"Total",12,3892,3043,"Biology","STEM"
"7513",2003,"Total",13,2622,737,"Geography","STEM"
"7514",2003,"Total",14,17697,7860,"Physical sciences: Others","STEM"
"7515",2003,"Total",15,81783,2588,"Mechanical engineering","STEM"
"7516",2003,"Total",16,139126,8969,"Telecommunications engineering","STEM"
"7517",2003,"Total",17,65660,11400,"Civil engineering","STEM"
"7518",2003,"Total",18,36460,8945,"Applied chemistry","STEM"
"7519",2003,"Total",19,4271,287,"Applied science","STEM"
"7520",2003,"Total",20,446,20,"Nuclear engineering","STEM"
"7521",2003,"Total",21,91,14,"Mining engineering","STEM"
"7522",2003,"Total",22,1310,60,"Metallurgical engineering","STEM"
"7523",2003,"Total",23,1218,329,"Textile engineering","STEM"
"7524",2003,"Total",24,489,31,"Marine engineering","STEM"
"7525",2003,"Total",25,2557,168,"Aeronautical engineering","STEM"
"7526",2003,"Total",26,11817,1366,"Engineering management","STEM"
"7527",2003,"Total",27,1263,582,"Crafts","STEM"
"7528",2003,"Total",28,53165,12551,"Engineering: Others","STEM"
"7529",2003,"Total",29,6178,4302,"Agricultural sciences","STEM"
"7530",2003,"Total",30,3981,3693,"Agricultural chemistry","STEM"
"7531",2003,"Total",31,2400,1058,"Agricultural engineering","STEM"
"7532",2003,"Total",32,2754,865,"Agricultural economics","STEM"
"7533",2003,"Total",33,1175,687,"Forestry","STEM"
"7534",2003,"Total",34,0,0,"Forest products","STEM"
